source_page_type,source_page_name,source_page_url,page_data_url,row_kind,target_item_name,target_item_id,target_item_image,source_name,source_type,source_kind,source_image,raw_rate,base_drop_rate,iron_depot,manual_fishing,runecube,flags,notes
item,Glass Orb,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,item_source,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,20.838802071738133,0.3333333333333333,false,,false,,BL-169 item-source sample
item,Glass Orb,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,item_source,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,14.578878169903705,0.3333333333333333,false,,true,,BL-169 item-source sample
item,Glass Orb,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,item_source,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,20.843407647029398,0.3333333333333333,true,,false,,BL-169 item-source sample
item,Glass Orb,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,item_source,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,14.579268552265026,0.3333333333333333,true,,true,,BL-169 item-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Stone,40,/img/items/6174.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,4.431300681432125,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,20.838802071738133,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Ancient Coin,123,/img/items/6019.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,191.35728446153337,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Emberstone,178,/img/items/8166.png,Ember Lagoon,explore,location,/img/items/lagoon.png,28.638647568507224,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Runestone 17,227,/img/items/rs17.png,Ember Lagoon,explore,location,/img/items/lagoon.png,7933.149989422467,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Diamond,175,/img/items/7999.png,Ember Lagoon,explore,location,/img/items/lagoon.png,38764.69828143171,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Moonstone,177,/img/items/8014.png,Ember Lagoon,explore,location,/img/items/lagoon.png,772.5925372711516,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Magicite,176,/img/items/7963.png,Ember Lagoon,explore,location,/img/items/lagoon.png,1940.880771694195,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Large Chest 01,346,/img/items/LC-1.png?1,Ember Lagoon,explore,location,/img/items/lagoon.png,11529.149533069443,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Prism Shard,179,/img/items/8072.png,Ember Lagoon,explore,location,/img/items/lagoon.png,59.70731474312918,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Heart Necklace Left Piece,484,/img/items/l_02_t_b.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,1354.3712331550078,0.3333333333333333,false,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Stone,40,/img/items/6174.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,4.4317813023471855,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,20.843407647029398,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Ancient Coin,123,/img/items/6019.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,191.42712752109526,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Magicite,176,/img/items/7963.png,Ember Lagoon,explore,location,/img/items/lagoon.png,1932.1804656554923,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Emberstone,178,/img/items/8166.png,Ember Lagoon,explore,location,/img/items/lagoon.png,28.626598843256392,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Prism Shard,179,/img/items/8072.png,Ember Lagoon,explore,location,/img/items/lagoon.png,59.660745138842486,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Moonstone,177,/img/items/8014.png,Ember Lagoon,explore,location,/img/items/lagoon.png,770.7584520087249,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Runestone 17,227,/img/items/rs17.png,Ember Lagoon,explore,location,/img/items/lagoon.png,7885.813421654444,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Large Chest 01,346,/img/items/LC-1.png?1,Ember Lagoon,explore,location,/img/items/lagoon.png,11518.08339092375,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Diamond,175,/img/items/7999.png,Ember Lagoon,explore,location,/img/items/lagoon.png,38172.79552105866,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Heart Necklace Left Piece,484,/img/items/l_02_t_b.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,1349.6673070088223,0.3333333333333333,true,,false,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Stone,40,/img/items/6174.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,5.200335560319256,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Glass Orb,78,/img/items/5708.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,14.578878169903705,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Emberstone,178,/img/items/8166.png,Ember Lagoon,explore,location,/img/items/lagoon.png,23.26209652281283,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Moonstone,177,/img/items/8014.png,Ember Lagoon,explore,location,/img/items/lagoon.png,684.3112521299188,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Runestone 17,227,/img/items/rs17.png,Ember Lagoon,explore,location,/img/items/lagoon.png,7014.098337658694,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Large Chest 01,346,/img/items/LC-1.png?1,Ember Lagoon,explore,location,/img/items/lagoon.png,10324.88986784141,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Magicite,176,/img/items/7963.png,Ember Lagoon,explore,location,/img/items/lagoon.png,1713.0034088767836,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Ancient Coin,123,/img/items/6019.PNG,Ember Lagoon,explore,location,/img/items/lagoon.png,169.032368571699,0.3333333333333333,false,,true,,BL-169 location-source sample
location,Ember Lagoon,https://buddy.farm/l/ember-lagoon/,https://buddy.farm/page-data/l/ember-lagoon/page-data.json,location_item,Diamond,175,/img/items/7999.png,Ember Lagoon,explore,location,/img/items/lagoon.png,34399.724802201585,0.3333333333333333,false,,true,,BL-169 location-source sample
